problem,problem_type
Anh cầm 18 cái bánh. Anh tìm được 5 cái bánh nữa. Hỏi Anh có bao nhiêu cái bánh?,increase
Tuấn cầm 38 cái khẩu trang. Tuấn ném đi 19 cái khẩu trang. Hỏi Tuấn còn bao nhiêu cái khẩu trang?,decrease
Vũ nắm 9 quả táo. Vũ tìm thấy 95 quả táo nữa. Hỏi Vũ có bao nhiêu quả táo?,increase
Phụng có 8 cuốn sách hay. Phụng tìm được 24 cuốn sách hay nữa. Hỏi Phụng có bao nhiêu cuốn sách hay?,increase
Thầy nắm 84 cây viết. Anh nắm 52 cây viết. Thầy lấy 17 cây viết từ Anh. Hỏi mỗi người có bao nhiêu cây viết?,change_in
Lan có 49 viên bi. Lan gửi đi 42 viên bi. Hỏi Lan còn bao nhiêu viên bi?,decrease
Long cầm 84 cái kẹo. Long ném đi 65 cái kẹo. Hỏi Long còn bao nhiêu cái kẹo?,decrease
Anh cầm 61 cái xe đỏ. Anh nhận thêm 84 cái xe đỏ nữa. Hỏi Anh có bao nhiêu cái xe đỏ?,increase
Long nắm 75 trái bóng. Con nắm 85 trái bóng. Long hiến 47 trái bóng cho Con. Hỏi mỗi người có bao nhiêu trái bóng?,change_out
Quân sở hữu 94 quả táo. Quân nhận thêm 4 quả táo nữa. Hỏi Quân có bao nhiêu quả táo?,increase
An có 100 dây tai nghe. An mang thêm 55 dây tai nghe nữa. Hỏi An có bao nhiêu dây tai nghe?,increase
Quân cầm 92 cái bánh. Quân bị mất 53 cái bánh. Hỏi Quân còn bao nhiêu cái bánh?,decrease
Hiếu nắm 29 quyển truyện. Hiếu gửi đi 19 quyển truyện. Hỏi Hiếu còn bao nhiêu quyển truyện?,decrease
Lan nắm 53 cái gối ôm. Anh nắm 93 cái gối ôm. Lan đưa 34 cái gối ôm cho Anh. Hỏi mỗi người có bao nhiêu cái gối ôm?,change_out
Chị cầm 47 cái bàn phím. Quân cầm 46 cái bàn phím. Hỏi Chị và Quân có tất cả bao nhiêu cái bàn phím?,combine
Tôi có 27 cái lắc tay. Tôi đặt xuống 2 cái lắc tay. Hỏi Tôi còn bao nhiêu cái lắc tay?,decrease
Con có 1 hộp bút vàng. Lan có 96 hộp bút vàng. Con hiến 1 hộp bút vàng cho Lan. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_out
Mẹ cầm 93 cây viết. Mẹ mua thêm 38 cây viết nữa. Hỏi Mẹ có bao nhiêu cây viết?,increase
Quân nắm 42 cây thước. Bạn nắm 13 cây thước. Hỏi Quân và Bạn có tất cả bao nhiêu cây thước?,combine
Bố cầm 27 quả chuối. Lan cầm 94 quả chuối. Hỏi Bố và Lan có cùng nhau bao nhiêu quả chuối?,combine
Trung sở hữu 18 quyển truyện. Mẹ sở hữu 44 quyển truyện. Trung gửi 8 quyển truyện cho Mẹ. Hỏi mỗi người có bao nhiêu quyển truyện?,change_out
Phụng nắm 30 quyển truyện. Tuấn nắm 84 quyển truyện. Phụng mua 1 quyển truyện từ Tuấn. Hỏi mỗi người có bao nhiêu quyển truyện?,change_in
Xuân giữ 66 cái xe đỏ. Xuân ăn mất 33 cái xe đỏ. Hỏi Xuân còn bao nhiêu cái xe đỏ?,decrease
An cầm 2 cây viết. An nhận thêm 34 cây viết nữa. Hỏi An có bao nhiêu cây viết?,increase
Hiếu cầm 80 quyển sách. Bạn cầm 52 quyển sách. Hỏi Hiếu và Bạn có tổng cộng bao nhiêu quyển sách?,combine
Quân sở hữu 34 quả táo. Bạn sở hữu 68 quả táo. Hỏi Quân và Bạn có tất cả bao nhiêu quả táo?,combine
Hà sở hữu 37 quyển truyện. Hà ăn mất 33 quyển truyện. Hỏi Hà còn bao nhiêu quyển truyện?,decrease
Quân sở hữu 66 quả lê. Quân bị mất 14 quả lê. Hỏi Quân còn bao nhiêu quả lê?,decrease
An sở hữu 43 viên bi. Con sở hữu 45 viên bi. An ném 19 viên bi cho Con. Hỏi mỗi người có bao nhiêu viên bi?,change_out
An sở hữu 36 quyển sách. An bán đi 18 quyển sách. Hỏi An còn bao nhiêu quyển sách?,decrease
Con cầm 63 quả táo. Xuân cầm 75 quả táo. Con nhận 9 quả táo từ Xuân. Hỏi mỗi người có bao nhiêu quả táo?,change_in
Nga sở hữu 30 hộp bút vàng. Vy sở hữu 63 hộp bút vàng. Nga giữ 87 hộp bút vàng từ Vy. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_in
Trung nắm 60 cây viết. Trung mang thêm 45 cây viết nữa. Hỏi Trung có bao nhiêu cây viết?,increase
Quân giữ 60 chiếc khăn phiêu. Vy giữ 88 chiếc khăn phiêu. Hỏi Quân và Vy có tổng cộng bao nhiêu chiếc khăn phiêu?,combine
Phụng sở hữu 78 cây thước. Tuấn sở hữu 75 cây thước. Phụng đưa 35 cây thước cho Tuấn. Hỏi mỗi người có bao nhiêu cây thước?,change_out
Lan sở hữu 91 cái khẩu trang. Mẹ sở hữu 98 cái khẩu trang. Lan nhận 20 cái khẩu trang từ Mẹ. Hỏi mỗi người có bao nhiêu cái khẩu trang?,change_in
Hà cầm 93 quả táo. Tôi cầm 98 quả táo. Hỏi Hà và Tôi có cùng nhau bao nhiêu quả táo?,combine
Con sở hữu 64 cây thước. Vy sở hữu 2 cây thước. Con phân phát 1 cây thước cho Vy. Hỏi mỗi người có bao nhiêu cây thước?,change_out
Trung sở hữu 63 trái bóng. Anh sở hữu 52 trái bóng. Trung cầm 25 trái bóng từ Anh. Hỏi mỗi người có bao nhiêu trái bóng?,change_in
Nga có 25 cái vòng. Con có 82 cái vòng. Nga mượn 90 cái vòng từ Con. Hỏi mỗi người có bao nhiêu cái vòng?,change_in
Long nắm 94 cái quần trắng. Con nắm 40 cái quần trắng. Long nhận 66 cái quần trắng từ Con. Hỏi mỗi người có bao nhiêu cái quần trắng?,change_in
Anh giữ 12 quả bóng xanh. Bạn giữ 59 quả bóng xanh. Hỏi Anh và Bạn có tất cả bao nhiêu quả bóng xanh?,combine
Phụng nắm 86 cái khẩu trang. Chị nắm 20 cái khẩu trang. Hỏi Phụng và Chị có cùng nhau bao nhiêu cái khẩu trang?,combine
Xuân cầm 21 cái gối ôm. Vy cầm 19 cái gối ôm. Xuân lấy 3 cái gối ôm từ Vy. Hỏi mỗi người có bao nhiêu cái gối ôm?,change_in
Con sở hữu 83 cái bánh. Con tìm thấy 82 cái bánh nữa. Hỏi Con có bao nhiêu cái bánh?,increase
Chị giữ 25 cái kẹo. Bố giữ 5 cái kẹo. Chị lấy 31 cái kẹo từ Bố. Hỏi mỗi người có bao nhiêu cái kẹo?,change_in
Vũ có 13 hộp bút vàng. Bố có 26 hộp bút vàng. Hỏi Vũ và Bố có tất cả bao nhiêu hộp bút vàng?,combine
Nga sở hữu 37 quả chuối. Nga nhận thêm 78 quả chuối nữa. Hỏi Nga có bao nhiêu quả chuối?,increase
Vy giữ 37 chiếc khăn phiêu. Chị giữ 1 chiếc khăn phiêu. Vy cầm 83 chiếc khăn phiêu từ Chị. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_in
Bạn cầm 63 cây gậy. Tuấn cầm 71 cây gậy. Hỏi Bạn và Tuấn có tất cả bao nhiêu cây gậy?,combine
Xuân sở hữu 36 cái bàn phím. Bố sở hữu 16 cái bàn phím. Xuân phân phát 1 cái bàn phím cho Bố. Hỏi mỗi người có bao nhiêu cái bàn phím?,change_out
Thầy giữ 4 quả chuối. Thầy mang thêm 92 quả chuối nữa. Hỏi Thầy có bao nhiêu quả chuối?,increase
Mẹ có 37 cái kẹo. Thầy có 15 cái kẹo. Mẹ đưa 11 cái kẹo cho Thầy. Hỏi mỗi người có bao nhiêu cái kẹo?,change_out
Mẹ cầm 56 cây viết. Trung cầm 76 cây viết. Mẹ nhận 46 cây viết từ Trung. Hỏi mỗi người có bao nhiêu cây viết?,change_in
Tuấn nắm 29 cái vòng. Nga nắm 4 cái vòng. Tuấn giữ 59 cái vòng từ Nga. Hỏi mỗi người có bao nhiêu cái vòng?,change_in
Nga nắm 60 quả mận. Quân nắm 41 quả mận. Hỏi Nga và Quân có cùng nhau bao nhiêu quả mận?,combine
Hiếu cầm 7 cuốn sách hay. Chị cầm 57 cuốn sách hay. Hiếu nhặt 63 cuốn sách hay từ Chị. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_in
Nga giữ 20 quả táo. Hà giữ 89 quả táo. Nga đưa 11 quả táo cho Hà. Hỏi mỗi người có bao nhiêu quả táo?,change_out
Mẹ có 24 cái bàn phím. Mẹ ném đi 19 cái bàn phím. Hỏi Mẹ còn bao nhiêu cái bàn phím?,decrease
Lan có 23 cây gậy. Quân có 33 cây gậy. Lan nhận 84 cây gậy từ Quân. Hỏi mỗi người có bao nhiêu cây gậy?,change_in
Thầy sở hữu 51 quả táo. Tuấn sở hữu 82 quả táo. Hỏi Thầy và Tuấn có cùng nhau bao nhiêu quả táo?,combine
Hà cầm 30 cuốn sách hay. Chị cầm 89 cuốn sách hay. Hà gửi 23 cuốn sách hay cho Chị. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_out
Trung cầm 21 trái bóng. Tôi cầm 40 trái bóng. Trung ném 17 trái bóng cho Tôi. Hỏi mỗi người có bao nhiêu trái bóng?,change_out
An cầm 90 cuốn sách hay. Tôi cầm 76 cuốn sách hay. Hỏi An và Tôi có tổng cộng bao nhiêu cuốn sách hay?,combine
Tôi nắm 67 hộp bút vàng. An nắm 51 hộp bút vàng. Tôi mua 18 hộp bút vàng từ An. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_in
Bố nắm 14 cái gối ôm. An nắm 35 cái gối ôm. Hỏi Bố và An có tất cả bao nhiêu cái gối ôm?,combine
Lan có 36 chiếc khăn phiêu. Lan mang thêm 76 chiếc khăn phiêu nữa. Hỏi Lan có bao nhiêu chiếc khăn phiêu?,increase
Nga sở hữu 19 cái quần trắng. Nga gửi đi 13 cái quần trắng. Hỏi Nga còn bao nhiêu cái quần trắng?,decrease
Chị nắm 47 cái bánh. Chị nhặt được 30 cái bánh nữa. Hỏi Chị có bao nhiêu cái bánh?,increase
Hiếu có 89 viên bi. Hiếu bỏ đi 36 viên bi. Hỏi Hiếu còn bao nhiêu viên bi?,decrease
Trung sở hữu 86 hộp bút vàng. Nga sở hữu 26 hộp bút vàng. Trung lấy 13 hộp bút vàng từ Nga. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_in
Xuân giữ 54 cây thước. Tuấn giữ 53 cây thước. Xuân tặng 48 cây thước cho Tuấn. Hỏi mỗi người có bao nhiêu cây thước?,change_out
Long có 84 hộp bút vàng. Xuân có 80 hộp bút vàng. Long nhận 83 hộp bút vàng từ Xuân. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_in
Bạn sở hữu 50 hộp kẹo. Mẹ sở hữu 74 hộp kẹo. Bạn phân phát 46 hộp kẹo cho Mẹ. Hỏi mỗi người có bao nhiêu hộp kẹo?,change_out
Nga cầm 79 quả táo. Nga nhận thêm 31 quả táo nữa. Hỏi Nga có bao nhiêu quả táo?,increase
Phụng cầm 63 cuốn sách hay. Thầy cầm 92 cuốn sách hay. Hỏi Phụng và Thầy có cùng nhau bao nhiêu cuốn sách hay?,combine
Trung nắm 55 cái bánh. Mẹ nắm 23 cái bánh. Trung nhận 43 cái bánh từ Mẹ. Hỏi mỗi người có bao nhiêu cái bánh?,change_in
Quân sở hữu 92 quả cam. Tôi sở hữu 7 quả cam. Hỏi Quân và Tôi có tất cả bao nhiêu quả cam?,combine
Xuân cầm 87 dây tai nghe. Xuân bị mất 27 dây tai nghe. Hỏi Xuân còn bao nhiêu dây tai nghe?,decrease
Vũ nắm 43 quả bóng xanh. Tuấn nắm 96 quả bóng xanh. Vũ gửi 27 quả bóng xanh cho Tuấn. Hỏi mỗi người có bao nhiêu quả bóng xanh?,change_out
Nga giữ 43 quả mận. Xuân giữ 52 quả mận. Hỏi Nga và Xuân có cùng nhau bao nhiêu quả mận?,combine
Bạn cầm 97 quả táo. Bạn tìm thấy 85 quả táo nữa. Hỏi Bạn có bao nhiêu quả táo?,increase
Long nắm 90 trái bóng. Hà nắm 71 trái bóng. Long cầm 71 trái bóng từ Hà. Hỏi mỗi người có bao nhiêu trái bóng?,change_in
Long có 12 cuốn sách hay. Bạn có 92 cuốn sách hay. Long phân phát 10 cuốn sách hay cho Bạn. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_out
Quân cầm 53 hộp kẹo. Quân sử dụng 42 hộp kẹo. Hỏi Quân còn bao nhiêu hộp kẹo?,decrease
Vũ nắm 21 quả bóng xanh. Vũ ném đi 6 quả bóng xanh. Hỏi Vũ còn bao nhiêu quả bóng xanh?,decrease
Lan cầm 98 cuốn sách hay. Lan nhặt được 57 cuốn sách hay nữa. Hỏi Lan có bao nhiêu cuốn sách hay?,increase
Lan sở hữu 18 hộp kẹo. Tuấn sở hữu 4 hộp kẹo. Lan mua 76 hộp kẹo từ Tuấn. Hỏi mỗi người có bao nhiêu hộp kẹo?,change_in
Lan nắm 87 cây gậy. Lan tìm được 21 cây gậy nữa. Hỏi Lan có bao nhiêu cây gậy?,increase
An giữ 76 quả chuối. Anh giữ 85 quả chuối. Hỏi An và Anh có tất cả bao nhiêu quả chuối?,combine
Chị nắm 42 chiếc khăn phiêu. Xuân nắm 53 chiếc khăn phiêu. Chị giữ 72 chiếc khăn phiêu từ Xuân. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_in
An có 56 hộp kẹo. Tuấn có 19 hộp kẹo. Hỏi An và Tuấn có tất cả bao nhiêu hộp kẹo?,combine
Xuân sở hữu 86 cái khẩu trang. Xuân sử dụng 41 cái khẩu trang. Hỏi Xuân còn bao nhiêu cái khẩu trang?,decrease
Tôi sở hữu 9 quyển truyện. An sở hữu 87 quyển truyện. Tôi mượn 57 quyển truyện từ An. Hỏi mỗi người có bao nhiêu quyển truyện?,change_in
Mẹ sở hữu 42 chiếc khăn phiêu. Hiếu sở hữu 75 chiếc khăn phiêu. Mẹ tặng 34 chiếc khăn phiêu cho Hiếu. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_out
Anh giữ 54 cái khẩu trang. Thầy giữ 50 cái khẩu trang. Anh gửi 5 cái khẩu trang cho Thầy. Hỏi mỗi người có bao nhiêu cái khẩu trang?,change_out
Trung cầm 60 quả bóng xanh. Trung ăn mất 32 quả bóng xanh. Hỏi Trung còn bao nhiêu quả bóng xanh?,decrease
Phụng sở hữu 49 quả táo. Phụng sử dụng 49 quả táo. Hỏi Phụng còn bao nhiêu quả táo?,decrease
Tuấn giữ 91 quả táo. Nga giữ 61 quả táo. Tuấn bán 2 quả táo cho Nga. Hỏi mỗi người có bao nhiêu quả táo?,change_out
Phụng giữ 60 cái gối ôm. Phụng tìm được 38 cái gối ôm nữa. Hỏi Phụng có bao nhiêu cái gối ôm?,increase
Nga có 39 trái bóng. Trung có 92 trái bóng. Hỏi Nga và Trung có tổng cộng bao nhiêu trái bóng?,combine
Bạn sở hữu 51 quả mận. Lan sở hữu 82 quả mận. Hỏi Bạn và Lan có cùng nhau bao nhiêu quả mận?,combine
Quân có 35 cái vòng. Chị có 49 cái vòng. Quân hiến 7 cái vòng cho Chị. Hỏi mỗi người có bao nhiêu cái vòng?,change_out
Bạn cầm 75 viên bi. Trung cầm 19 viên bi. Bạn nhận 72 viên bi từ Trung. Hỏi mỗi người có bao nhiêu viên bi?,change_in
Trung cầm 78 quả lê. Bố cầm 5 quả lê. Hỏi Trung và Bố có tất cả bao nhiêu quả lê?,combine
Nga cầm 45 quả táo. Bạn cầm 22 quả táo. Hỏi Nga và Bạn có tất cả bao nhiêu quả táo?,combine
Tuấn giữ 65 cái vòng. Tuấn mang thêm 6 cái vòng nữa. Hỏi Tuấn có bao nhiêu cái vòng?,increase
Vy cầm 22 cây gậy. Thầy cầm 4 cây gậy. Hỏi Vy và Thầy có tất cả bao nhiêu cây gậy?,combine
Quân có 93 cây viết. Quân mang thêm 75 cây viết nữa. Hỏi Quân có bao nhiêu cây viết?,increase
Trung cầm 35 cái gối ôm. Trung đặt xuống 34 cái gối ôm. Hỏi Trung còn bao nhiêu cái gối ôm?,decrease
Vũ có 44 cây viết. Lan có 95 cây viết. Vũ nhận 27 cây viết từ Lan. Hỏi mỗi người có bao nhiêu cây viết?,change_in
Chị nắm 31 quyển truyện. Mẹ nắm 92 quyển truyện. Chị nhận 22 quyển truyện từ Mẹ. Hỏi mỗi người có bao nhiêu quyển truyện?,change_in
Bố sở hữu 73 cuốn sách hay. Phụng sở hữu 5 cuốn sách hay. Bố mua 79 cuốn sách hay từ Phụng. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_in
Trung nắm 35 hộp bút vàng. Thầy nắm 57 hộp bút vàng. Trung hiến 18 hộp bút vàng cho Thầy. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_out
Bố cầm 33 cây viết. Bố gửi đi 16 cây viết. Hỏi Bố còn bao nhiêu cây viết?,decrease
Vy giữ 36 quyển sách. Vy nhận thêm 49 quyển sách nữa. Hỏi Vy có bao nhiêu quyển sách?,increase
Chị nắm 2 quả mận. Vũ nắm 100 quả mận. Chị đưa 2 quả mận cho Vũ. Hỏi mỗi người có bao nhiêu quả mận?,change_out
Bạn có 70 quả táo. Vy có 39 quả táo. Bạn nhặt 98 quả táo từ Vy. Hỏi mỗi người có bao nhiêu quả táo?,change_in
Bố cầm 54 quyển truyện. Trung cầm 48 quyển truyện. Hỏi Bố và Trung có tất cả bao nhiêu quyển truyện?,combine
Hà có 22 cây thước. Hà bỏ ra 22 cây thước. Hỏi Hà còn bao nhiêu cây thước?,decrease
Quân nắm 12 cái bánh. Quân ăn mất 12 cái bánh. Hỏi Quân còn bao nhiêu cái bánh?,decrease
Trung có 86 cái quần trắng. Con có 10 cái quần trắng. Hỏi Trung và Con có cùng nhau bao nhiêu cái quần trắng?,combine
Bố sở hữu 8 cái bánh. Vy sở hữu 95 cái bánh. Bố đưa 7 cái bánh cho Vy. Hỏi mỗi người có bao nhiêu cái bánh?,change_out
Mẹ sở hữu 14 cái lắc tay. Hà sở hữu 12 cái lắc tay. Mẹ gửi 3 cái lắc tay cho Hà. Hỏi mỗi người có bao nhiêu cái lắc tay?,change_out
Hiếu cầm 76 cái vòng. Lan cầm 32 cái vòng. Hiếu nhặt 85 cái vòng từ Lan. Hỏi mỗi người có bao nhiêu cái vòng?,change_in
Vũ giữ 4 cái bàn phím. Hiếu giữ 18 cái bàn phím. Hỏi Vũ và Hiếu có tổng cộng bao nhiêu cái bàn phím?,combine
Xuân có 5 quả cam. Xuân ăn mất 1 quả cam. Hỏi Xuân còn bao nhiêu quả cam?,decrease
Tuấn giữ 5 quyển sách. Trung giữ 23 quyển sách. Tuấn mượn 82 quyển sách từ Trung. Hỏi mỗi người có bao nhiêu quyển sách?,change_in
Vũ cầm 100 cái khẩu trang. Hà cầm 63 cái khẩu trang. Vũ mượn 70 cái khẩu trang từ Hà. Hỏi mỗi người có bao nhiêu cái khẩu trang?,change_in
Thầy có 8 hộp kẹo. An có 47 hộp kẹo. Thầy tặng 3 hộp kẹo cho An. Hỏi mỗi người có bao nhiêu hộp kẹo?,change_out
Chị sở hữu 21 quả chuối. Chị mang thêm 18 quả chuối nữa. Hỏi Chị có bao nhiêu quả chuối?,increase
Quân có 8 chiếc khăn phiêu. Phụng có 45 chiếc khăn phiêu. Hỏi Quân và Phụng có tất cả bao nhiêu chiếc khăn phiêu?,combine
Mẹ có 42 hộp bút vàng. Thầy có 92 hộp bút vàng. Mẹ tặng 22 hộp bút vàng cho Thầy. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_out
Bố cầm 9 cái lắc tay. Tuấn cầm 43 cái lắc tay. Hỏi Bố và Tuấn có tất cả bao nhiêu cái lắc tay?,combine
Tôi cầm 28 cái bánh. Anh cầm 81 cái bánh. Tôi đưa 5 cái bánh cho Anh. Hỏi mỗi người có bao nhiêu cái bánh?,change_out
Nga sở hữu 18 cái kẹo. Nga mua thêm 99 cái kẹo nữa. Hỏi Nga có bao nhiêu cái kẹo?,increase
Hà sở hữu 32 hộp bút vàng. Con sở hữu 64 hộp bút vàng. Hà giữ 14 hộp bút vàng từ Con. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_in
Con có 16 cái quần trắng. Phụng có 97 cái quần trắng. Con mượn 33 cái quần trắng từ Phụng. Hỏi mỗi người có bao nhiêu cái quần trắng?,change_in
Bạn có 67 cái bàn phím. Bạn gửi đi 48 cái bàn phím. Hỏi Bạn còn bao nhiêu cái bàn phím?,decrease
Hiếu cầm 82 cái vòng. Hà cầm 87 cái vòng. Hỏi Hiếu và Hà có cùng nhau bao nhiêu cái vòng?,combine
Quân có 41 quả lê. Quân nhặt được 88 quả lê nữa. Hỏi Quân có bao nhiêu quả lê?,increase
Xuân nắm 34 quả bóng xanh. Xuân sử dụng 16 quả bóng xanh. Hỏi Xuân còn bao nhiêu quả bóng xanh?,decrease
Vy sở hữu 48 cái xe đỏ. Anh sở hữu 97 cái xe đỏ. Hỏi Vy và Anh có cùng nhau bao nhiêu cái xe đỏ?,combine
Tôi giữ 60 viên bi. Long giữ 75 viên bi. Tôi đưa 57 viên bi cho Long. Hỏi mỗi người có bao nhiêu viên bi?,change_out
Phụng cầm 62 hộp bút vàng. Hà cầm 77 hộp bút vàng. Phụng lấy 67 hộp bút vàng từ Hà. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_in
Quân sở hữu 36 quả chuối. Quân bán đi 28 quả chuối. Hỏi Quân còn bao nhiêu quả chuối?,decrease
Lan sở hữu 7 cái bánh. Nga sở hữu 9 cái bánh. Lan mượn 87 cái bánh từ Nga. Hỏi mỗi người có bao nhiêu cái bánh?,change_in
Vũ sở hữu 71 quả táo. Chị sở hữu 36 quả táo. Vũ bán 10 quả táo cho Chị. Hỏi mỗi người có bao nhiêu quả táo?,change_out
Con sở hữu 3 cái vòng. Con sử dụng 3 cái vòng. Hỏi Con còn bao nhiêu cái vòng?,decrease
Bạn có 80 quả lê. Bạn mua thêm 37 quả lê nữa. Hỏi Bạn có bao nhiêu quả lê?,increase
Lan nắm 78 cây thước. Lan gửi đi 4 cây thước. Hỏi Lan còn bao nhiêu cây thước?,decrease
Vy giữ 84 quả táo. Thầy giữ 19 quả táo. Hỏi Vy và Thầy có tổng cộng bao nhiêu quả táo?,combine
Nga cầm 4 dây tai nghe. Tuấn cầm 17 dây tai nghe. Hỏi Nga và Tuấn có cùng nhau bao nhiêu dây tai nghe?,combine
Long có 76 cái bánh. Long tìm được 15 cái bánh nữa. Hỏi Long có bao nhiêu cái bánh?,increase
An giữ 98 cái kẹo. An sử dụng 33 cái kẹo. Hỏi An còn bao nhiêu cái kẹo?,decrease
Bạn nắm 27 dây tai nghe. Hiếu nắm 2 dây tai nghe. Bạn bán 1 dây tai nghe cho Hiếu. Hỏi mỗi người có bao nhiêu dây tai nghe?,change_out
Thầy giữ 90 quả mận. Bạn giữ 37 quả mận. Thầy ném 23 quả mận cho Bạn. Hỏi mỗi người có bao nhiêu quả mận?,change_out
Anh cầm 20 cái gối ôm. Anh bỏ ra 8 cái gối ôm. Hỏi Anh còn bao nhiêu cái gối ôm?,decrease
Hiếu sở hữu 51 cái gối ôm. An sở hữu 58 cái gối ôm. Hỏi Hiếu và An có cùng nhau bao nhiêu cái gối ôm?,combine
Mẹ cầm 39 quyển truyện. Vy cầm 14 quyển truyện. Mẹ gửi 14 quyển truyện cho Vy. Hỏi mỗi người có bao nhiêu quyển truyện?,change_out
Vy cầm 53 quả bóng xanh. Xuân cầm 93 quả bóng xanh. Vy ném 35 quả bóng xanh cho Xuân. Hỏi mỗi người có bao nhiêu quả bóng xanh?,change_out
Bố có 43 chiếc khăn phiêu. Bố nhận thêm 98 chiếc khăn phiêu nữa. Hỏi Bố có bao nhiêu chiếc khăn phiêu?,increase
Hà cầm 6 quả táo. Hà mua thêm 73 quả táo nữa. Hỏi Hà có bao nhiêu quả táo?,increase
Long cầm 3 cái quần trắng. Long ném đi 1 cái quần trắng. Hỏi Long còn bao nhiêu cái quần trắng?,decrease
Vy nắm 2 chiếc khăn phiêu. Vy ném đi 1 chiếc khăn phiêu. Hỏi Vy còn bao nhiêu chiếc khăn phiêu?,decrease
Anh nắm 62 cái gối ôm. Anh có thêm 1 cái gối ôm nữa. Hỏi Anh có bao nhiêu cái gối ôm?,increase
Tuấn cầm 81 viên bi. Tôi cầm 42 viên bi. Hỏi Tuấn và Tôi có tổng cộng bao nhiêu viên bi?,combine
Xuân cầm 92 cây thước. Chị cầm 8 cây thước. Xuân giữ 16 cây thước từ Chị. Hỏi mỗi người có bao nhiêu cây thước?,change_in
Con giữ 72 cái bánh. Con mua thêm 94 cái bánh nữa. Hỏi Con có bao nhiêu cái bánh?,increase
Tuấn nắm 9 cây thước. Mẹ nắm 2 cây thước. Tuấn giữ 69 cây thước từ Mẹ. Hỏi mỗi người có bao nhiêu cây thước?,change_in
Mẹ cầm 70 hộp bút vàng. Nga cầm 37 hộp bút vàng. Mẹ mượn 39 hộp bút vàng từ Nga. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_in
Anh giữ 23 quyển truyện. Nga giữ 43 quyển truyện. Hỏi Anh và Nga có tất cả bao nhiêu quyển truyện?,combine
Anh có 58 cái vòng. Thầy có 65 cái vòng. Anh giữ 72 cái vòng từ Thầy. Hỏi mỗi người có bao nhiêu cái vòng?,change_in
Long cầm 41 quyển sách. Long bỏ ra 38 quyển sách. Hỏi Long còn bao nhiêu quyển sách?,decrease
Chị cầm 70 cây thước. Chị mua thêm 50 cây thước nữa. Hỏi Chị có bao nhiêu cây thước?,increase
Tuấn có 10 cái vòng. Tuấn sử dụng 4 cái vòng. Hỏi Tuấn còn bao nhiêu cái vòng?,decrease
Chị có 77 hộp kẹo. Chị gửi đi 67 hộp kẹo. Hỏi Chị còn bao nhiêu hộp kẹo?,decrease
Tôi sở hữu 22 hộp kẹo. Tôi ném đi 21 hộp kẹo. Hỏi Tôi còn bao nhiêu hộp kẹo?,decrease
Thầy giữ 4 quả bóng xanh. Bố giữ 90 quả bóng xanh. Hỏi Thầy và Bố có tổng cộng bao nhiêu quả bóng xanh?,combine
Lan cầm 35 cái bánh. Lan tìm thấy 99 cái bánh nữa. Hỏi Lan có bao nhiêu cái bánh?,increase
Phụng sở hữu 69 cây gậy. Hiếu sở hữu 13 cây gậy. Phụng tặng 10 cây gậy cho Hiếu. Hỏi mỗi người có bao nhiêu cây gậy?,change_out
Bố sở hữu 56 cây viết. Hà sở hữu 15 cây viết. Hỏi Bố và Hà có cùng nhau bao nhiêu cây viết?,combine
Vũ giữ 85 quả mận. Mẹ giữ 98 quả mận. Vũ mua 47 quả mận từ Mẹ. Hỏi mỗi người có bao nhiêu quả mận?,change_in
Mẹ cầm 48 cây thước. Con cầm 76 cây thước. Hỏi Mẹ và Con có tất cả bao nhiêu cây thước?,combine
Bố giữ 31 cái kẹo. Bố ăn mất 23 cái kẹo. Hỏi Bố còn bao nhiêu cái kẹo?,decrease
Trung giữ 33 hộp kẹo. Trung nhặt được 14 hộp kẹo nữa. Hỏi Trung có bao nhiêu hộp kẹo?,increase
An có 84 quả táo. Mẹ có 16 quả táo. An phân phát 11 quả táo cho Mẹ. Hỏi mỗi người có bao nhiêu quả táo?,change_out
Chị giữ 6 hộp bút vàng. Chị bán đi 4 hộp bút vàng. Hỏi Chị còn bao nhiêu hộp bút vàng?,decrease
Bạn có 16 cuốn sách hay. Bạn có thêm 21 cuốn sách hay nữa. Hỏi Bạn có bao nhiêu cuốn sách hay?,increase
Mẹ cầm 89 hộp kẹo. Lan cầm 30 hộp kẹo. Hỏi Mẹ và Lan có tất cả bao nhiêu hộp kẹo?,combine
